cellnumber     x-coordinate     y-coordinate     y-coordinate     x-coordinate 
         1 -4.282494076E-03  1.974073704E-03  1.931426409E-03 -4.314333929E-03 
         2 -4.210376646E-03  1.962575596E-03  1.931636683E-03 -4.211520295E-03 
         3 -4.153445829E-03  1.988501986E-03  1.933075753E-03 -4.109019672E-03 
         4 -3.268768080E-03  1.989468932E-03  1.937228295E-03 -3.300266113E-03 
         5 -3.197597805E-03  1.981319860E-03  1.943163964E-03 -3.201366508E-03 
         6 -3.098631511E-03  1.991851022E-03  1.941788315E-03 -3.105180951E-03 
         7 -2.764540724E-03  1.992773730E-03  1.932500257E-03 -2.802616471E-03 
         8 -2.694091294E-03  1.969736768E-03  1.932111083E-03 -2.699786421E-03 
         9 -1.007240266E-03  8.397364581E-05  6.636507486E-05 -1.005326591E-03 
        10 -9.021250880E-04  8.720317419E-05  6.680606303E-05 -9.013910211E-04 
        11 -7.965927362E-04  9.552307165E-05  6.575810028E-05 -7.972552363E-04 
        12 -6.906108465E-04  1.079598951E-04  6.355081433E-05 -6.935649223E-04 
        13 -6.193820736E-04  1.180327527E-04  6.038485763E-05 -5.907983585E-04 
        14 -5.659260787E-04  1.215808661E-04  1.774708527E-04 -5.775250902E-04 
        15 -4.773332330E-04  1.210101909E-04  1.637269837E-04 -4.703043525E-04 
        16 -3.747198207E-04  1.190116382E-04  1.461014197E-04 -3.694341506E-04 
        17 -2.759232011E-04  1.197963429E-04  1.281231806E-04 -2.752816664E-04 
        18 -1.910721330E-04  1.316427806E-04  1.108253011E-04 -1.840752402E-04 
        19 -1.418417523E-04  1.432489371E-04  1.824621522E-04 -1.631405136E-04 
        20 -9.143950592E-05  1.526608394E-04  1.562393313E-04 -8.961924719E-05 
        21 -4.503532182E-05  1.663249714E-04  1.429506679E-04 -2.640014050E-05 
        22 -1.302040437E-05  1.783528569E-04  1.926155920E-04 -1.566857720E-05 
        23  4.410198380E-05  1.942106755E-04  1.880186171E-04  3.887628747E-05 
        24  4.433206050E-05  1.176359292E-04  1.372427601E-04  2.941064111E-05 
        25  3.571897105E-05  8.858859655E-05  8.707509544E-05  3.682231778E-05 
        26  6.051568926E-05  5.638390576E-05  3.393898202E-05  4.248468120E-05 
        27  9.964089259E-05  2.413171205E-05  2.794200578E-05  1.007808420E-04 
        28  2.785822435E-04  4.944752618E-06  3.429371706E-05  2.597225743E-04 
        29  3.092538973E-04  4.944752618E-06  2.775908311E-05  3.200411847E-04 
        30 -2.417313168E-03  5.039346797E-05  7.332680564E-05 -2.420594786E-03 
        31 -2.315224614E-03  5.997855260E-05  7.311501499E-05 -2.316820890E-03 
        32 -2.212490421E-03  6.550495164E-05  7.043852328E-05 -2.213196658E-03 
        33 -2.110396978E-03  6.963362102E-05  6.674919455E-05 -2.110809722E-03 
        34 -2.008988056E-03  7.546231063E-05  6.249115734E-05 -2.009269490E-03 
        35 -1.910030493E-03  8.276919834E-05  5.855735120E-05 -1.909155614E-03 
        36 -1.812026603E-03  8.990515926E-05  5.673498202E-05 -1.809930395E-03 
        37 -1.712765428E-03  9.334882634E-05  5.515330775E-05 -1.709579807E-03 
        38 -1.612608903E-03  9.375267109E-05  5.457516422E-05 -1.609092055E-03 
        39 -1.513787895E-03  9.594143194E-05  5.383556151E-05 -1.509067679E-03 
        40 -1.416813931E-03  9.999279428E-05  5.490773208E-05 -1.410009075E-03 
        41 -1.317628543E-03  1.001367928E-04  5.715688499E-05 -1.310405891E-03 
        42 -1.215592609E-03  9.315682109E-05  6.005970237E-05 -1.209844188E-03 
        43 -1.112013357E-03  8.598693239E-05  6.361088174E-05 -1.108407631E-03 
        44 -2.595301718E-03  1.948643010E-03  1.933004749E-03 -2.597631251E-03 
        45 -2.494198270E-03  1.941703609E-03  1.934575948E-03 -2.495273050E-03 
        46 -2.392580267E-03  1.937628258E-03  1.936099255E-03 -2.392953671E-03 
        47 -2.289837692E-03  1.933885389E-03  1.936053435E-03 -2.289587949E-03 
        48 -2.185749123E-03  1.932470128E-03  1.934468811E-03 -2.185353151E-03 
        49 -2.081515267E-03  1.932387007E-03  1.932282097E-03 -2.081243068E-03 
        50 -1.977593172E-03  1.932230196E-03  1.931099759E-03 -1.977459928E-03 
        51 -1.874058740E-03  1.931514591E-03  1.931720263E-03 -1.874312453E-03 
        52 -1.770133502E-03  1.930039143E-03  1.935050064E-03 -1.771475459E-03 
        53 -1.666944707E-03  1.924453536E-03  1.942464568E-03 -1.670585838E-03 
        54  1.759441220E-03  5.995590473E-04  5.817275729E-04  1.779799089E-03 
        55  1.765315537E-03  6.308992743E-04  6.321606692E-04  1.765534396E-03 
        56  1.765051391E-03  6.794845685E-04  6.819925287E-04  1.778043097E-03 
        57  1.750123338E-03  7.141275564E-04  7.085871580E-04  1.746346835E-03 
        58  1.716597122E-03  1.243146253E-03  1.249664952E-03  1.719713153E-03 
        59  1.744859968E-03  1.218948164E-03  1.240994224E-03  1.767888128E-03 
        60  1.767422305E-03  1.200978411E-03  1.176984304E-03  1.755862220E-03 
        61  1.806140644E-03  1.178062172E-03  1.180921936E-03  1.805802796E-03 
        62  1.837101416E-03  1.164464047E-03  1.184293261E-03  1.854910429E-03 
        63  1.864749007E-03  1.145970426E-03  1.135436859E-03  1.854396240E-03 
        64  1.897537149E-03  1.128438511E-03  1.142688225E-03  1.901953851E-03 
        65  1.978871645E-03  1.115627470E-03  1.104914011E-03  2.022178134E-03 
        66  2.000083448E-03  1.146242372E-03  1.147139459E-03  2.007718066E-03 
        67  2.013832331E-03  1.198201324E-03  1.195478105E-03  1.999457156E-03 
        68  1.990206074E-03  1.243828330E-03  1.242138010E-03  1.990493966E-03 
        69  1.969802659E-03  1.269456116E-03  1.295998047E-03  1.986192029E-03 
