cellnumber     x-coordinate     y-coordinate     y-coordinate     x-coordinate 
         1 -4.568443168E-03  1.994946273E-03  1.941195501E-03 -4.618455788E-03 
         2 -4.515269771E-03  1.970486948E-03  1.936762355E-03 -4.517952941E-03 
         3 -4.427886102E-03  1.975540537E-03  1.933136697E-03 -4.416522146E-03 
         4 -3.669928759E-03  1.987569267E-03  1.940709876E-03 -3.705521991E-03 
         5 -3.604117781E-03  1.971748890E-03  1.941697752E-03 -3.607061421E-03 
         6 -3.502832958E-03  1.979582477E-03  1.938766576E-03 -3.509147931E-03 
         7 -3.403936513E-03  1.995403087E-03  1.932905906E-03 -3.406640362E-03 
         8 -3.296484239E-03  1.982965507E-03  1.937228295E-03 -3.300266113E-03 
         9 -3.200374311E-03  1.958782086E-03  1.943163964E-03 -3.201366508E-03 
        10 -3.103893017E-03  1.949534169E-03  1.941788315E-03 -3.105180951E-03 
        11 -3.004811704E-03  1.944598742E-03  1.939727861E-03 -3.005310109E-03 
        12 -2.904393012E-03  1.940562273E-03  1.935561470E-03 -2.904892689E-03 
        13 -2.801816445E-03  1.938168076E-03  1.932500257E-03 -2.802616471E-03 
        14 -2.699196571E-03  1.935942913E-03  1.932111083E-03 -2.699786421E-03 
        15  5.342155928E-04  2.780792129E-04  2.776752092E-04  5.399334225E-04 
        16  5.347264232E-04  3.000621218E-04  3.077622525E-04  5.581903462E-04 
        17  5.159052671E-04  3.172541037E-04  3.145368828E-04  5.135309718E-04 
        18  5.126398173E-04  5.426357384E-04  5.373752763E-04  5.123458747E-04 
        19  5.562469596E-04  5.709991674E-04  5.533242270E-04  5.593737545E-04 
        20  5.819774233E-04  5.828797002E-04  5.630821196E-04  6.012633836E-04 
        21  6.023574388E-04  6.125583313E-04  6.204198208E-04  5.962360457E-04 
        22  6.213186425E-04  6.458849530E-04  6.281775836E-04  6.427421625E-04 
        23  6.212850567E-04  6.643962697E-04  6.822575325E-04  6.410872359E-04 
        24  6.160784396E-04  6.935777492E-04  6.830956923E-04  5.914529663E-04 
        25  6.017197738E-04  7.335199043E-04  7.332054687E-04  5.950388508E-04 
        26  5.826340639E-04  7.603234262E-04  7.754474491E-04  5.993853572E-04 
        27  5.700768670E-04  7.727964548E-04  7.696771306E-04  5.668816037E-04 
        28  5.534759257E-04  7.968896534E-04  7.888966782E-04  5.475460066E-04 
        29  5.365731195E-04  8.177627460E-04  8.019741209E-04  5.078648271E-04 
        30 -1.013575471E-03  1.463895023E-04  1.977556957E-04 -1.019009077E-03 
        31 -9.045326151E-04  1.375081192E-04  1.984103759E-04 -9.069970064E-04 
        32 -8.377087652E-04  1.319712756E-04  1.938604447E-04 -7.950795716E-04 
        33 -7.838672027E-04  1.243278675E-04  6.575810028E-05 -7.972552363E-04 
        34 -6.907146890E-04  1.108560828E-04  6.355081433E-05 -6.935649223E-04 
        35 -5.865152925E-04  9.897269774E-05  6.038485763E-05 -5.907983585E-04 
        36 -4.823241616E-04  9.037519339E-05  5.539476994E-05 -4.882335345E-04 
        37 -3.811255447E-04  8.838861686E-05  4.835427240E-05 -3.882786737E-04 
        38 -3.317710361E-04  9.012221562E-05  4.217445575E-05 -2.899144977E-04 
        39 -2.819739748E-04  9.207282710E-05  1.281231806E-04 -2.752816664E-04 
        40 -1.853557624E-04  9.848739865E-05  1.108253011E-04 -1.840752402E-04 
        41 -1.034824236E-04  1.128215154E-04  9.693807319E-05 -1.022720959E-04 
        42 -6.549003592E-05  1.229191112E-04  1.562393313E-04 -8.961924719E-05 
        43 -2.898180173E-05  1.306174527E-04  1.429506679E-04 -2.640014050E-05 
        44  2.083262007E-05  1.498179045E-04  1.372427601E-04  2.941064111E-05 
        45  4.951346273E-05  1.663545117E-04  1.880186171E-04  3.887628747E-05 
        46  2.710369008E-04  9.966731159E-05  8.822211316E-05  2.654353734E-04 
