cellnumber     x-coordinate     y-coordinate     y-coordinate     x-coordinate 
         1 -4.087367561E-03  1.972457161E-03  1.933075753E-03 -4.109019672E-03 
         2 -4.027731717E-03  1.972457161E-03  1.934369578E-03 -4.006508197E-03 
         3 -2.981494414E-03  1.992129022E-03  1.939727861E-03 -3.005310109E-03 
         4 -2.894405974E-03  1.989788841E-03  1.935561470E-03 -2.904892689E-03 
         5 -2.830838785E-03  1.997659681E-03  1.932500257E-03 -2.802616471E-03 
         6  7.111914456E-04  2.350649311E-06  2.376551705E-05  7.244123886E-04 
         7  6.672089803E-04  9.869803762E-06  2.274665324E-05  6.657491188E-04 
         8  6.036733394E-04  1.312257882E-05  2.138182500E-05  6.018984717E-04 
         9  1.839105855E-03  2.252360719E-04  2.266481103E-04  1.821234054E-03 
        10  1.860630000E-03  2.205663041E-04  2.249752392E-04  1.868745874E-03 
        11  1.978576183E-03  2.396655764E-04  2.204757639E-04  1.991306320E-03 
        12  1.954964595E-03  2.171944070E-04  2.261814244E-04  1.950802138E-03 
        13  1.945835538E-03  1.807760855E-04  1.846202552E-04  1.959282016E-03 
        14  1.955029322E-03  1.603422570E-04  1.489856568E-04  1.978619050E-03 
        15  1.962900395E-03  1.353542029E-04  1.320089833E-04  1.951027223E-03 
        16  1.976517960E-03  1.105180127E-04  8.091219465E-05  1.957743481E-03 
        17  2.015513135E-03  1.062512383E-04  9.041714092E-05  2.019015436E-03 
        18  2.087370027E-03  1.003411380E-04  9.321694742E-05  2.087244387E-03 
        19  2.159506315E-03  8.543374133E-05  8.927237462E-05  2.158173226E-03 
        20  2.203367185E-03  6.609731645E-05  8.900181543E-05  2.222977803E-03 
        21  2.229296369E-03  2.924580076E-05  3.033947023E-05  2.234936416E-03 
        22  2.203507116E-03  3.110763500E-04  3.121268945E-04  2.204077594E-03 
        23  2.232373925E-03  3.307953593E-04  3.314104695E-04  2.231470440E-03 
        24  2.384213964E-03  4.991762107E-04  4.938707706E-04  2.384454192E-03 
        25  2.407164313E-03  5.187122733E-04  5.404856117E-04  2.375240042E-03 
        26  2.417792100E-03  5.498900427E-04  5.479773461E-04  2.430106551E-03 
        27  2.418881748E-03  5.888034357E-04  5.961515552E-04  2.434790317E-03 
        28 -1.006724779E-03  7.798350998E-05  6.636507486E-05 -1.005326591E-03 
        29 -9.016966796E-04  7.511580770E-05  6.680606303E-05 -9.013910211E-04 
        30 -7.969841245E-04  7.290572830E-05  6.575810028E-05 -7.972552363E-04 
        31 -6.929003284E-04  7.023519720E-05  6.355081433E-05 -6.935649223E-04 
        32 -5.894459900E-04  6.794458022E-05  6.038485763E-05 -5.907983585E-04 
        33 -4.855420848E-04  6.737681542E-05  5.539476994E-05 -4.882335345E-04 
        34 -3.836431424E-04  7.207566523E-05  4.835427240E-05 -3.882786737E-04 
        35 -3.185049864E-04  8.172343951E-05  4.217445575E-05 -2.899144977E-04 
        36 -2.678653691E-04  9.016136755E-05  1.281231806E-04 -2.752816664E-04 
        37 -1.843484642E-04  1.034907618E-04  1.108253011E-04 -1.840752402E-04 
        38 -1.194544311E-04  1.214859585E-04  9.693807319E-05 -1.022720959E-04 
        39 -8.087556489E-05  1.349487720E-04  1.562393313E-04 -8.961924719E-05 
        40 -3.418928827E-05  1.548089931E-04  1.429506679E-04 -2.640014050E-05 
        41 -8.595674217E-07  1.728490752E-04  1.926155920E-04 -1.566857720E-05 
        42  4.334502955E-05  1.902624645E-04  1.880186171E-04  3.887628747E-05 
        43  7.916882169E-05  2.040246763E-04  2.417783347E-04  4.495860527E-05 
        44  7.955668843E-05  2.041224652E-04  2.489255570E-04  9.405898740E-05 
        45  1.031004649E-04  2.861439316E-05  2.794200578E-05  1.007808420E-04 
        46  2.621097374E-04  1.389475947E-04  1.408289672E-04  2.717250439E-04 
        47  2.858305234E-04  9.765108553E-05  8.822211316E-05  2.654353734E-04 
        48  3.067705547E-04  6.951539399E-05  8.110587978E-05  3.211743461E-04 
        49  3.341701231E-04  4.326429189E-05  2.775908311E-05  3.200411847E-04 
        50  3.777880047E-04  1.983359834E-05  2.357188179E-05  3.768744278E-04 
        51  4.294810060E-04  4.681538940E-06  1.961275604E-05  4.300925550E-04 
        52  2.024586138E-04  2.886912807E-05  2.931386421E-05  2.067113238E-04 
        53  5.156706902E-04  2.495476359E-08  1.937761130E-05  4.826194126E-04 
        54  5.443569389E-04  5.628379313E-06  1.926840855E-05  5.412139952E-04 
        55 -2.198932227E-03  2.141526602E-05  7.043852328E-05 -2.213196658E-03 
        56 -2.109650290E-03  5.053029236E-05  6.674919455E-05 -2.110809722E-03 
        57 -2.008615527E-03  6.088798909E-05  6.249115734E-05 -2.009269490E-03 
        58 -1.909318613E-03  6.692433089E-05  5.855735120E-05 -1.909155614E-03 
        59 -1.811012975E-03  7.577181532E-05  5.673498202E-05 -1.809930395E-03 
        60 -1.712108264E-03  8.536568203E-05  5.515330775E-05 -1.709579807E-03 
        61 -1.612547901E-03  9.315578063E-05  5.457516422E-05 -1.609092055E-03 
        62 -1.514338423E-03  1.005679369E-04  5.383556151E-05 -1.509067679E-03 
        63 -1.417822088E-03  1.069333230E-04  5.490773208E-05 -1.410009075E-03 
        64 -1.318457071E-03  1.053235028E-04  5.715688499E-05 -1.310405891E-03 
        65 -1.215761062E-03  9.416820831E-05  6.005970237E-05 -1.209844188E-03 
        66 -1.111694030E-03  8.353918383E-05  6.361088174E-05 -1.108407631E-03 
        67 -2.445955062E-03  1.993288286E-03  1.934575948E-03 -2.495273050E-03 
        68 -2.389287343E-03  1.967510441E-03  1.936099255E-03 -2.392953671E-03 
        69 -2.288785996E-03  1.947363606E-03  1.936053435E-03 -2.289587949E-03 
        70 -2.185282530E-03  1.945570228E-03  1.934468811E-03 -2.185353151E-03 
        71 -2.081603510E-03  1.943936804E-03  1.932282097E-03 -2.081243068E-03 
        72 -1.978055574E-03  1.942039817E-03  1.931099759E-03 -1.977459928E-03 
        73 -1.874722308E-03  1.939825364E-03  1.931720263E-03 -1.874312453E-03 
        74 -1.770979143E-03  1.937313122E-03  1.935050064E-03 -1.771475459E-03 
        75 -1.668009674E-03  1.932397019E-03  1.942464568E-03 -1.670585838E-03 
        76  1.810451387E-03  1.495607430E-03  1.509836650E-03  1.809975330E-03 
        77  1.812772942E-03  1.459339052E-03  1.458946259E-03  1.808596001E-03 
        78  1.835945761E-03  1.433526399E-03  1.408633721E-03  1.805100119E-03 
        79  1.855545212E-03  1.416067244E-03  1.393045398E-03  1.847366747E-03 
        80  1.897983253E-03  1.385480282E-03  1.377934128E-03  1.894362010E-03 
        81  1.932902844E-03  1.368143247E-03  1.381869335E-03  1.946409453E-03 
        82  1.957488712E-03  1.361795352E-03  1.345086805E-03  1.947925945E-03 
        83  1.989355078E-03  1.352610649E-03  1.357796561E-03  1.991993022E-03 
        84  2.010269556E-03  1.337183756E-03  1.357473860E-03  2.022891454E-03 
        85  2.026714850E-03  1.304468955E-03  1.299073048E-03  2.020257754E-03 
        86  1.459314721E-03  4.696027027E-04  4.666277231E-04  1.452042847E-03 
        87  1.467280556E-03  5.091963685E-04  5.044816507E-04  1.438864991E-03 
        88  1.483588712E-03  5.221690517E-04  5.503829337E-04  1.494703853E-03 
        89  1.493299729E-03  5.142121809E-04  5.192616187E-04  1.510897871E-03 
        90  1.497030258E-03  4.880640772E-04  4.881572612E-04  1.504355344E-03 
        91 -2.816779539E-03  1.106920990E-05  4.912679422E-05 -2.825656849E-03 
        92 -2.919087885E-03  2.766619582E-05  4.152960011E-05 -2.921255581E-03 
        93 -3.015963826E-03  3.637449117E-05  4.077177812E-05 -3.017093035E-03 
        94 -3.112160368E-03  4.096689736E-05  4.724476742E-05 -3.112842704E-03 
        95 -3.186025890E-03  2.118939483E-05  5.527762229E-05 -3.210920916E-03 
        96 -4.443594720E-03  1.920813156E-05  5.780932662E-05 -4.424947168E-03 
        97 -4.493460525E-03  1.920813156E-05  5.596906824E-05 -4.526306414E-03 
        98  1.994438469E-03  1.593494089E-03  1.591250291E-03  2.008106913E-03 
        99  2.018478932E-03  1.615697518E-03  1.614549645E-03  1.995319904E-03 
       100  2.030014759E-03  1.628134400E-03  1.643250047E-03  2.019691707E-03 
       101  2.059916500E-03  1.625420759E-03  1.645020803E-03  2.057695175E-03 
       102  2.085483400E-03  1.617092174E-03  1.637651436E-03  2.120974613E-03 
       103  2.111612586E-03  1.598407398E-03  1.594385786E-03  2.113121066E-03 
       104  2.145407256E-03  1.571835950E-03  1.578827015E-03  2.164550487E-03 
       105  2.154122805E-03  1.537334640E-03  1.537415746E-03  2.140568130E-03 
       106  2.141506877E-03  1.487142523E-03  1.489211882E-03  2.127592443E-03 
       107  2.487473655E-03  1.566682942E-03  1.581630475E-03  2.480464950E-03 
       108  2.469318453E-03  1.530684531E-03  1.528830526E-03  2.472081007E-03 
       109  2.454220783E-03  1.494567492E-03  1.480862986E-03  2.473401436E-03 
       110  2.477859613E-03  1.431876561E-03  1.430629914E-03  2.478038126E-03 
       111  2.482799580E-03  1.694782870E-03  1.679062906E-03  2.481335120E-03 
       112  2.457960742E-03  1.690220786E-03  1.661777543E-03  2.450342357E-03 
       113  2.443967154E-03  1.691468409E-03  1.718517235E-03  2.445875227E-03 
       114  2.321901731E-03  1.821153099E-03  1.819129066E-03  2.323892695E-03 
       115  2.327878727E-03  1.869971282E-03  1.864089860E-03  2.315357995E-03 
       116  2.308954252E-03  1.919365837E-03  1.902874782E-03  2.287559326E-03 
       117  2.303529996E-03  1.968002412E-03  1.965327839E-03  2.307592949E-03 
       118  2.487305785E-03  1.289379899E-03  1.321172398E-03  2.466877916E-03 
       119  2.487305785E-03  1.268403139E-03  1.245664321E-03  2.472344997E-03 
       120  2.466869541E-03  7.973934407E-04  8.315571662E-04  2.466632135E-03 
       121  2.431263682E-03  7.747074706E-04  8.240767934E-04  2.410638427E-03 
       122  2.398680663E-03  7.617377560E-04  7.583994752E-04  2.398736895E-03 
       123  4.569733574E-04  1.974772196E-03  1.974844604E-03  4.631898431E-04 
       124  4.196291557E-04  1.941785566E-03  1.926672699E-03  4.543770204E-04 
