cellnumber     x-coordinate     y-coordinate     y-coordinate     x-coordinate 
         1 -4.105849192E-03  1.973678125E-03  1.933075753E-03 -4.109019672E-03 
         2 -4.036733415E-03  1.973678125E-03  1.934369578E-03 -4.006508197E-03 
         3 -3.054528963E-03  1.993681304E-03  1.941788315E-03 -3.105180951E-03 
         4 -2.996825613E-03  1.983967610E-03  1.939727861E-03 -3.005310109E-03 
         5 -2.894345904E-03  1.990268007E-03  1.935561470E-03 -2.904892689E-03 
         6 -2.841592766E-03  1.999981701E-03  1.932500257E-03 -2.802616471E-03 
         7  7.102236850E-04  2.945798542E-06  2.376551705E-05  7.244123886E-04 
         8  6.671184092E-04  1.054757104E-05  2.274665324E-05  6.657491188E-04 
         9  6.036158302E-04  1.334192439E-05  2.138182500E-05  6.018984717E-04 
        10  1.808908652E-03  2.324647066E-04  2.266481103E-04  1.821234054E-03 
        11  1.831705798E-03  2.500844130E-04  2.643540103E-04  1.814250299E-03 
        12  1.853456954E-03  2.526593744E-04  2.686372979E-04  1.857296296E-03 
        13  1.875529997E-03  2.382597158E-04  2.249752392E-04  1.868745874E-03 
        14  1.898097689E-03  2.132188529E-04  2.222971841E-04  1.908134756E-03 
        15  1.908604172E-03  1.884739613E-04  1.791314573E-04  1.927048608E-03 
        16  1.751611358E-03  3.495124693E-04  3.637452039E-04  1.739624176E-03 
        17  1.792574418E-03  3.559897305E-04  3.588932654E-04  1.791440332E-03 
        18  1.845124294E-03  3.553473798E-04  3.604014303E-04  1.844721248E-03 
        19  1.883861958E-03  3.492224205E-04  3.592208367E-04  1.886748682E-03 
        20  1.907740254E-03  3.339543473E-04  3.541963571E-04  1.920648751E-03 
        21  1.921495539E-03  3.230104921E-04  3.063912027E-04  1.917797122E-03 
        22  1.957929460E-03  8.519403491E-05  8.091219465E-05  1.957743481E-03 
        23  2.017573919E-03  9.149438119E-05  9.041714092E-05  2.019015436E-03 
        24  2.087838948E-03  9.635905735E-05  9.321694742E-05  2.087244387E-03 
        25  2.157776849E-03  7.650195039E-05  8.927237462E-05  2.158173226E-03 
        26  2.192878863E-03  5.233131742E-05  2.897047908E-05  2.166466837E-03 
        27  2.210905310E-03  2.316351129E-05  3.033947023E-05  2.234936416E-03 
        28  2.185583580E-03  3.581197234E-04  3.638377693E-04  2.182290079E-03 
        29  2.197709400E-03  3.712508478E-04  3.762111544E-04  2.194016332E-03 
        30  2.370978706E-03  5.003547994E-04  4.938707706E-04  2.384454192E-03 
        31  2.378725680E-03  5.428430159E-04  5.404856117E-04  2.375240042E-03 
        32 -1.006749575E-03  7.833861309E-05  6.636507486E-05 -1.005326591E-03 
        33 -9.017314878E-04  7.606115832E-05  6.680606303E-05 -9.013910211E-04 
        34 -7.969679427E-04  7.424796786E-05  6.575810028E-05 -7.972552363E-04 
        35 -6.928122602E-04  7.177649240E-05  6.355081433E-05 -6.935649223E-04 
        36 -5.892643239E-04  6.976183067E-05  6.038485763E-05 -5.907983585E-04 
        37 -4.851521517E-04  6.998383469E-05  5.539476994E-05 -4.882335345E-04 
        38 -3.829125781E-04  7.711972285E-05  4.835427240E-05 -3.882786737E-04 
        39 -3.259649675E-04  8.609279030E-05  4.217445575E-05 -2.899144977E-04 
        40 -2.752874570E-04  9.328906890E-05  1.281231806E-04 -2.752816664E-04 
        41 -1.827147644E-04  1.112991231E-04  1.108253011E-04 -1.840752402E-04 
        42 -1.260884892E-04  1.286270272E-04  9.693807319E-05 -1.022720959E-04 
        43 -8.795121539E-05  1.401069458E-04  1.562393313E-04 -8.961924719E-05 
        44 -3.877866766E-05  1.590181346E-04  1.429506679E-04 -2.640014050E-05 
        45 -5.760564818E-06  1.759580045E-04  1.926155920E-04 -1.566857720E-05 
        46  4.198852548E-05  1.931381121E-04  1.880186171E-04  3.887628747E-05 
