cellnumber     x-coordinate     y-coordinate     y-coordinate     x-coordinate 
         1 -4.375286866E-03  1.982520102E-03  1.933136697E-03 -4.416522146E-03 
         2 -4.312784411E-03  1.954286359E-03  1.931426409E-03 -4.314333929E-03 
         3 -4.242868163E-03  1.971766120E-03  1.931636683E-03 -4.211520295E-03 
         4 -3.360992298E-03  1.996830804E-03  1.932905906E-03 -3.406640362E-03 
         5 -3.312228015E-03  1.996830804E-03  1.937228295E-03 -3.300266113E-03 
         6 -3.092146479E-03  1.992109232E-03  1.941788315E-03 -3.105180951E-03 
         7 -2.998234937E-03  1.977206208E-03  1.939727861E-03 -3.005310109E-03 
         8 -2.899208572E-03  1.965820789E-03  1.935561470E-03 -2.904892689E-03 
         9 -2.798662521E-03  1.955647487E-03  1.932500257E-03 -2.802616471E-03 
        10 -2.697671065E-03  1.946129254E-03  1.932111083E-03 -2.699786421E-03 
        11  8.257467998E-04  4.175129561E-06  4.542955042E-05  8.444747100E-04 
        12  7.866201340E-04  1.083481948E-05  3.064314326E-05  7.819077585E-04 
        13  7.498339983E-04  6.659689461E-06  2.376551705E-05  7.244123886E-04 
        14 -1.009167754E-03  1.058708949E-04  6.636507486E-05 -1.005326591E-03 
        15 -9.034741088E-04  1.219562982E-04  6.680606303E-05 -9.013910211E-04 
        16 -8.502330747E-04  1.316053531E-04  6.575810028E-05 -7.972552363E-04 
        17 -7.960094954E-04  1.332834654E-04  1.938604447E-04 -7.950795716E-04 
        18 -6.891201483E-04  1.338048460E-04  1.869981581E-04 -6.853314307E-04 
        19 -5.832596216E-04  1.290560176E-04  1.774708527E-04 -5.775250902E-04 
        20 -4.774837580E-04  1.208140893E-04  1.637269837E-04 -4.703043525E-04 
        21 -3.760381951E-04  1.131741010E-04  1.461014197E-04 -3.694341506E-04 
        22 -2.779408824E-04  1.109204386E-04  1.281231806E-04 -2.752816664E-04 
        23 -1.845781662E-04  1.246637257E-04  1.108253011E-04 -1.840752402E-04 
        24 -1.353876287E-04  1.384320931E-04  1.824621522E-04 -1.631405136E-04 
        25 -9.368162864E-05  1.442035136E-04  1.562393313E-04 -8.961924719E-05 
        26 -4.668925249E-05  1.332029351E-04  1.429506679E-04 -2.640014050E-05 
        27 -1.866162347E-05  8.867820725E-05  8.900635807E-05 -3.160334126E-05 
        28  5.064331958E-07  5.849554509E-05  3.067821061E-05 -2.973995391E-05 
        29  3.953836494E-05  4.270304635E-05  3.393898202E-05  4.248468120E-05 
        30  8.576178516E-05  1.427090956E-05  2.794200578E-05  1.007808420E-04 
        31 -2.418962307E-03  6.115871656E-05  7.332680564E-05 -2.420594786E-03 
        32 -2.315625316E-03  6.344434223E-05  7.311501499E-05 -2.316820890E-03 
        33 -2.212507650E-03  6.556350854E-05  7.043852328E-05 -2.213196658E-03 
        34 -2.110340865E-03  6.794670480E-05  6.674919455E-05 -2.110809722E-03 
        35 -2.008904237E-03  7.209536852E-05  6.249115734E-05 -2.009269490E-03 
        36 -1.909815241E-03  7.813483535E-05  5.855735120E-05 -1.909155614E-03 
        37 -1.811727881E-03  8.571955550E-05  5.673498202E-05 -1.809930395E-03 
        38 -1.712634345E-03  9.167911048E-05  5.515330775E-05 -1.709579807E-03 
        39 -1.612717286E-03  9.494360711E-05  5.457516422E-05 -1.609092055E-03 
        40 -1.514141448E-03  9.901380690E-05  5.383556151E-05 -1.509067679E-03 
        41 -1.417349093E-03  1.036999165E-04  5.490773208E-05 -1.410009075E-03 
        42 -1.318222727E-03  1.038354749E-04  5.715688499E-05 -1.310405891E-03 
        43 -1.216473989E-03  9.874389798E-05  6.005970237E-05 -1.209844188E-03 
        44 -1.113563427E-03  9.755534120E-05  6.361088174E-05 -1.108407631E-03 
        45 -2.596396254E-03  1.940618851E-03  1.933004749E-03 -2.597631251E-03 
        46 -2.494750544E-03  1.937100431E-03  1.934575948E-03 -2.495273050E-03 
        47 -2.393054776E-03  1.933190390E-03  1.936099255E-03 -2.392953671E-03 
        48 -2.290139440E-03  1.930176280E-03  1.936053435E-03 -2.289587949E-03 
        49 -2.185853664E-03  1.929786173E-03  1.934468811E-03 -2.185353151E-03 
        50 -2.081511077E-03  1.930753235E-03  1.932282097E-03 -2.081243068E-03 
        51 -1.977567328E-03  1.931546372E-03  1.931099759E-03 -1.977459928E-03 
        52 -1.874055248E-03  1.931437757E-03  1.931720263E-03 -1.874312453E-03 
        53 -1.770096249E-03  1.929784426E-03  1.935050064E-03 -1.771475459E-03 
        54 -1.666665659E-03  1.922338852E-03  1.942464568E-03 -1.670585838E-03 
        55  1.494486118E-03  3.081828254E-05  3.086320835E-05  1.462606141E-03 
        56  1.502711675E-03  6.540880713E-05  9.659987960E-05  1.457926661E-03 
        57  1.515103504E-03  9.463677998E-05  8.827208810E-05  1.542645135E-03 
        58  1.517021214E-03  1.383909112E-04  1.460479947E-04  1.540643245E-03 
        59  1.505737309E-03  1.674170926E-04  1.550347433E-04  1.467299926E-03 
        60  1.495946664E-03  2.065296285E-04  2.085884591E-04  1.483636853E-03 
        61  1.478601713E-03  2.580689325E-04  2.613806045E-04  1.491844116E-03 
        62  1.466456219E-03  2.881075779E-04  2.682717462E-04  1.438105037E-03 
        63  1.463151886E-03  3.010389919E-04  3.110205828E-04  1.429157492E-03 
        64  1.434011036E-03  4.283371090E-04  4.177920331E-04  1.417499052E-03 
        65  1.435067272E-03  4.604479473E-04  4.666277231E-04  1.452042847E-03 
        66  1.429779106E-03  5.001592799E-04  5.044816507E-04  1.438864991E-03 
        67  1.412730548E-03  5.354544846E-04  5.437892250E-04  1.429891554E-03 
        68  1.271614572E-03  5.893181660E-04  6.000745116E-04  1.269170627E-03 
        69  1.243650448E-03  5.758685293E-04  5.481837696E-04  1.272603813E-03 
        70  1.215489116E-03  5.753243458E-04  5.490666888E-04  1.216611316E-03 
        71  1.189589733E-03  5.769187701E-04  5.505086844E-04  1.165203791E-03 
        72  1.183378510E-03  6.085928762E-04  6.084653098E-04  1.163380102E-03 
        73  1.163041801E-03  6.627134280E-04  6.614188566E-04  1.158170883E-03 
        74  1.139482949E-03  6.951928954E-04  7.126426140E-04  1.150301930E-03 
        75  1.110134646E-03  7.116321940E-04  7.126853218E-04  1.110469354E-03 
        76  1.091974555E-03  7.672203938E-04  7.624601683E-04  1.099526786E-03 
        77  1.117694890E-03  8.007514407E-04  8.038144634E-04  1.096811606E-03 
        78  1.130893012E-03  8.211333188E-04  7.972717640E-04  1.150254311E-03 
        79  1.145883347E-03  8.455761126E-04  8.423857949E-04  1.154607389E-03 
        80  1.165517373E-03  8.920539985E-04  8.909833062E-04  1.167373771E-03 
        81 -2.522146795E-03  5.875147690E-05  7.110491468E-05 -2.524064784E-03 
        82 -2.625314984E-03  5.663789125E-05  6.600393607E-05 -2.626677037E-03 
        83 -2.728072461E-03  5.563147351E-05  5.825507198E-05 -2.727486420E-03 
        84 -2.828982659E-03  5.618047726E-05  4.912679422E-05 -2.825656849E-03 
        85 -2.925154986E-03  5.726510790E-05  4.152960011E-05 -2.921255581E-03 
        86 -3.017288866E-03  5.224844426E-05  4.077177812E-05 -3.017093035E-03 
        87 -3.113812068E-03  2.926566049E-05  4.724476742E-05 -3.112842704E-03 
        88 -3.178111045E-03  5.833249816E-06  5.527762229E-05 -3.210920916E-03 
        89 -4.643240944E-03  2.525650962E-05  5.666467444E-05 -4.629023667E-03 
        90 -4.704552237E-03  2.525650962E-05  6.050692886E-05 -4.730923795E-03 
        91  1.313892892E-03  1.579727046E-03  1.585662596E-03  1.351178768E-03 
        92  1.337706228E-03  1.541503123E-03  1.527799594E-03  1.330597811E-03 
        93  1.369038015E-03  1.498031197E-03  1.512890758E-03  1.380880745E-03 
        94  1.388412551E-03  1.472712378E-03  1.459344870E-03  1.376166446E-03 
        95  1.406253548E-03  1.449100906E-03  1.462443378E-03  1.419001965E-03 
        96  1.419440145E-03  1.414564904E-03  1.414930789E-03  1.422326113E-03 
        97  1.418555155E-03  1.363659161E-03  1.365215337E-03  1.427637522E-03 
        98  1.409467310E-03  1.332530752E-03  1.305999765E-03  1.432948873E-03 
        99  1.388612087E-03  1.310398686E-03  1.302969367E-03  1.389134369E-03 
       100  1.356771565E-03  1.286627725E-03  1.304262325E-03  1.353368930E-03 
       101  1.285248902E-03  1.182904234E-03  1.172350238E-03  1.268689728E-03 
       102  1.290684799E-03  1.161617110E-03  1.177305411E-03  1.319426226E-03 
       103  1.281834440E-03  1.121561392E-03  1.121460403E-03  1.303155500E-03 
