cellnumber     x-coordinate     y-coordinate     y-coordinate     x-coordinate 
         1 -4.390639719E-03  1.976432279E-03  1.933136697E-03 -4.416522146E-03 
         2 -4.312223289E-03  1.967836870E-03  1.931426409E-03 -4.314333929E-03 
         3 -4.256223794E-03  1.991404686E-03  1.931636683E-03 -4.211520295E-03 
         4 -3.457522253E-03  1.995756989E-03  1.938766576E-03 -3.509147931E-03 
         5 -3.399459645E-03  1.994995633E-03  1.932905906E-03 -3.406640362E-03 
         6 -3.336018417E-03  1.999238739E-03  1.937228295E-03 -3.300266113E-03 
         7 -3.189110430E-03  1.990917372E-03  1.943163964E-03 -3.201366508E-03 
         8 -3.100226400E-03  1.970619429E-03  1.941788315E-03 -3.105180951E-03 
         9 -3.002596786E-03  1.955559943E-03  1.939727861E-03 -3.005310109E-03 
        10 -2.902459819E-03  1.950010424E-03  1.935561470E-03 -2.904892689E-03 
        11 -2.800360322E-03  1.946397359E-03  1.932500257E-03 -2.802616471E-03 
        12 -2.698167693E-03  1.942877891E-03  1.932111083E-03 -2.699786421E-03 
        13  6.416289252E-04  1.292208140E-06  2.274665324E-05  6.657491188E-04 
        14  6.339116953E-04  1.292208140E-06  2.138182500E-05  6.018984717E-04 
        15  6.503365003E-04  1.381496259E-04  1.145189721E-04  6.470180370E-04 
        16  6.468861829E-04  1.429896074E-04  1.589834018E-04  6.298936868E-04 
        17 -1.047701226E-03  1.282956218E-04  6.636507486E-05 -1.005326591E-03 
        18 -9.941412136E-04  1.332426473E-04  1.977556957E-04 -1.019009077E-03 
        19 -9.042919264E-04  1.375065913E-04  1.984103759E-04 -9.069970064E-04 
        20 -7.962331874E-04  1.380332687E-04  1.938604447E-04 -7.950795716E-04 
        21 -6.892042002E-04  1.334543485E-04  1.869981581E-04 -6.853314307E-04 
        22 -5.838789511E-04  1.245949243E-04  1.774708527E-04 -5.775250902E-04 
        23 -4.788680235E-04  1.135646380E-04  1.637269837E-04 -4.703043525E-04 
