cellnumber     x-coordinate     y-coordinate     y-coordinate     x-coordinate 
         1 -4.207556136E-03  1.970792189E-03  1.931636683E-03 -4.211520295E-03 
         2 -4.134810530E-03  1.970792189E-03  1.933075753E-03 -4.109019672E-03 
         3 -3.248521127E-03  1.997875050E-03  1.937228295E-03 -3.300266113E-03 
         4 -3.198074410E-03  1.986021642E-03  1.943163964E-03 -3.201366508E-03 
         5 -3.098739777E-03  1.977949869E-03  1.941788315E-03 -3.105180951E-03 
         6 -3.011362161E-03  1.989803277E-03  1.939727861E-03 -3.005310109E-03 
         7 -2.653967822E-03  1.992531354E-03  1.932111083E-03 -2.699786421E-03 
         8  1.813859912E-03  2.247380035E-04  2.266481103E-04  1.821234054E-03 
         9  1.799430116E-03  2.461773984E-04  2.643540103E-04  1.814250299E-03 
        10  1.951893209E-03  7.101141091E-05  8.091219465E-05  1.957743481E-03 
        11  1.983128721E-03  3.753746569E-05  2.936931078E-05  1.958600325E-03 
        12  1.998089487E-03  9.252589734E-06  2.830262745E-05  2.024551158E-03 
        13  1.815494848E-03  5.232004332E-04  5.138274224E-04  1.819273723E-03 
        14  1.785171917E-03  5.222429172E-04  5.352986275E-04  1.787036873E-03 
        15 -1.007078448E-03  8.190484368E-05  6.636507486E-05 -1.005326591E-03 
        16 -9.019221179E-04  8.088442701E-05  6.680606303E-05 -9.013910211E-04 
        17 -7.968451828E-04  8.177046402E-05  6.575810028E-05 -7.972552363E-04 
        18 -6.920147571E-04  8.473474736E-05  6.355081433E-05 -6.935649223E-04 
        19 -5.869392189E-04  9.227672126E-05  6.038485763E-05 -5.907983585E-04 
        20 -5.029485910E-04  1.032974615E-04  5.539476994E-05 -4.882335345E-04 
        21 -4.489976563E-04  1.091993690E-04  1.637269837E-04 -4.703043525E-04 
        22 -3.764562716E-04  1.112038372E-04  1.461014197E-04 -3.694341506E-04 
        23 -2.766510006E-04  1.166102957E-04  1.281231806E-04 -2.752816664E-04 
        24 -1.921304793E-04  1.313388784E-04  1.108253011E-04 -1.840752402E-04 
        25 -1.424353977E-04  1.443098881E-04  1.824621522E-04 -1.631405136E-04 
        26 -9.051076631E-05  1.565488346E-04  1.562393313E-04 -8.961924719E-05 
        27 -4.886036550E-05  1.699072745E-04  1.429506679E-04 -2.640014050E-05 
        28 -1.719404463E-05  1.804505737E-04  1.926155920E-04 -1.566857720E-05 
        29  4.069235001E-05  1.966577111E-04  1.880186171E-04  3.887628747E-05 
        30  7.534836914E-05  2.065983281E-04  2.417783347E-04  4.495860527E-05 
        31  8.290454571E-05  2.083943400E-04  2.489255570E-04  9.405898740E-05 
        32  2.062411222E-04  2.252498089E-04  2.543585031E-04  2.013657630E-04 
        33  2.254934661E-04  2.180516603E-04  2.459371493E-04  2.552620506E-04 
        34  2.507110185E-04  1.904888632E-04  1.930118503E-04  2.622026838E-04 
        35  2.828277939E-04  1.389629615E-04  1.408289672E-04  2.717250439E-04 
        36  2.953150542E-04  1.086812626E-04  8.822211316E-05  2.654353734E-04 
        37  3.049712977E-04  8.244558558E-05  8.110587978E-05  3.211743461E-04 
        38  3.318315721E-04  4.097533383E-05  2.775908311E-05  3.200411847E-04 
        39  3.778901591E-04  1.490649993E-05  2.357188179E-05  3.768744278E-04 
        40  4.113997566E-04  2.437423746E-06  1.961275604E-05  4.300925550E-04 
        41  1.052700609E-04  2.838403816E-05  2.794200578E-05  1.007808420E-04 
        42  1.991749741E-04  2.794913780E-05  2.931386421E-05  2.067113238E-04 
        43 -2.413516631E-03  2.504870281E-05  7.332680564E-05 -2.420594786E-03 
        44 -2.313948469E-03  4.863259164E-05  7.311501499E-05 -2.316820890E-03 
        45 -2.212269697E-03  6.210280844E-05  7.043852328E-05 -2.213196658E-03 
        46 -2.110341331E-03  6.829672930E-05  6.674919455E-05 -2.110809722E-03 
        47 -2.009005053E-03  7.632225606E-05  6.249115734E-05 -2.009269490E-03 
        48 -1.910261693E-03  8.698362944E-05  5.855735120E-05 -1.909155614E-03 
        49 -1.812594361E-03  9.760577814E-05  5.673498202E-05 -1.809930395E-03 
        50 -1.713497797E-03  1.018845724E-04  5.515330775E-05 -1.709579807E-03 
        51 -1.613213448E-03  1.002435529E-04  5.457516422E-05 -1.609092055E-03 
        52 -1.514200005E-03  9.987426165E-05  5.383556151E-05 -1.509067679E-03 
        53 -1.417017891E-03  1.015206435E-04  5.490773208E-05 -1.410009075E-03 
        54 -1.317585935E-03  9.987901285E-05  5.715688499E-05 -1.310405891E-03 
        55 -1.215488650E-03  9.250716539E-05  6.005970237E-05 -1.209844188E-03 
        56 -1.111930702E-03  8.537800022E-05  6.361088174E-05 -1.108407631E-03 
        57 -2.592794364E-03  1.966781449E-03  1.933004749E-03 -2.597631251E-03 
        58 -2.493658569E-03  1.946161035E-03  1.934575948E-03 -2.495273050E-03 
        59 -2.392109483E-03  1.942083938E-03  1.936099255E-03 -2.392953671E-03 
        60 -2.289437689E-03  1.938971807E-03  1.936053435E-03 -2.289587949E-03 
        61 -2.185583580E-03  1.936828834E-03  1.934468811E-03 -2.185353151E-03 
        62 -2.081530401E-03  1.935444423E-03  1.932282097E-03 -2.081243068E-03 
