cellnumber     x-coordinate     y-coordinate     y-coordinate     x-coordinate 
         1 -4.476395901E-03  1.986059593E-03  1.936762355E-03 -4.517952941E-03 
         2 -4.414698109E-03  1.957713859E-03  1.933136697E-03 -4.416522146E-03 
         3 -4.341537133E-03  1.971654361E-03  1.931426409E-03 -4.314333929E-03 
         4 -3.564499086E-03  1.990527147E-03  1.941697752E-03 -3.607061421E-03 
         5 -3.503031097E-03  1.980639063E-03  1.938766576E-03 -3.509147931E-03 
         6 -3.412840655E-03  1.990112010E-03  1.932905906E-03 -3.406640362E-03 
         7 -3.279474564E-03  1.994333463E-03  1.937228295E-03 -3.300266113E-03 
         8 -3.199320054E-03  1.975348685E-03  1.943163964E-03 -3.201366508E-03 
         9 -3.102540970E-03  1.957257977E-03  1.941788315E-03 -3.105180951E-03 
        10 -3.003826598E-03  1.949460129E-03  1.939727861E-03 -3.005310109E-03 
        11 -2.903477522E-03  1.945038675E-03  1.935561470E-03 -2.904892689E-03 
        12 -2.801090945E-03  1.942290924E-03  1.932500257E-03 -2.802616471E-03 
        13 -2.698668046E-03  1.939499634E-03  1.932111083E-03 -2.699786421E-03 
        14  8.497561212E-04  1.570745371E-04  1.516074284E-04  8.480776378E-04 
        15  8.739119512E-04  1.187103917E-04  1.289913357E-04  8.973954604E-04 
        16  8.792820154E-04  7.707540499E-05  4.903805260E-05  9.098509854E-04 
        17  8.470418397E-04  2.671853690E-05  4.542955042E-05  8.444747100E-04 
        18  7.876598975E-04  7.163812370E-06  3.064314326E-05  7.819077585E-04 
        19  7.261922583E-04  1.731876182E-05  2.376551705E-05  7.244123886E-04 
        20  6.649267743E-04  2.494330511E-05  2.274665324E-05  6.657491188E-04 
        21  6.006727926E-04  2.546394535E-05  2.138182500E-05  6.018984717E-04 
        22  8.505538572E-04  1.985710114E-04  2.066801854E-04  8.495336717E-04 
        23  8.960963460E-04  1.819639001E-04  1.873190451E-04  8.947430446E-04 
        24  9.574422729E-04  1.609119499E-04  1.625817625E-04  9.567980879E-04 
        25  1.012167428E-03  1.484462846E-04  1.535024740E-04  1.008896657E-03 
        26  1.044538221E-03  1.624259603E-04  1.653849108E-04  1.043535321E-03 
        27  1.052178559E-03  1.928694983E-04  1.839364825E-04  1.067634502E-03 
        28  1.041662297E-03  2.382843231E-04  2.392032718E-04  1.039590366E-03 
        29  1.019323710E-03  3.019025025E-04  3.019184080E-04  1.022981688E-03 
        30  7.534007309E-04  2.909700561E-04  2.992637368E-04  7.692566921E-04 
        31  7.162104012E-04  3.011048248E-04  3.032862177E-04  7.150600087E-04 
        32  6.685250555E-04  3.009157954E-04  2.893744474E-04  6.680827608E-04 
        33  6.307738950E-04  2.823442919E-04  2.905322350E-04  6.209350592E-04 
        34  6.273019826E-04  2.348896523E-04  2.371218948E-04  6.186498850E-04 
        35  7.824374479E-04  4.988602595E-04  4.912313461E-04  7.815143592E-04 
        36  7.611311739E-04  5.217487342E-04  5.390487404E-04  7.840072413E-04 
        37  7.483055815E-04  5.483149434E-04  5.465311757E-04  7.329796500E-04 
        38 -1.013386878E-03  1.456857717E-04  1.977556957E-04 -1.019009077E-03 
        39 -9.046525229E-04  1.422130299E-04  1.984103759E-04 -9.069970064E-04 
        40 -7.964449469E-04  1.344388729E-04  1.938604447E-04 -7.950795716E-04 
        41 -7.359849405E-04  1.285969338E-04  1.869981581E-04 -6.853314307E-04 
        42 -6.839840207E-04  1.173472556E-04  6.355081433E-05 -6.935649223E-04 
        43 -5.867872387E-04  9.724290430E-05  6.038485763E-05 -5.907983585E-04 
        44 -4.838965251E-04  8.011968748E-05  5.539476994E-05 -4.882335345E-04 
        45 -3.841886064E-04  6.733544433E-05  4.835427240E-05 -3.882786737E-04 
        46 -2.872029145E-04  5.563277591E-05  4.217445575E-05 -2.899144977E-04 
        47 -1.919718343E-04  4.187172817E-05  3.676977502E-05 -1.935137109E-04 
        48 -1.042534059E-04  2.540743299E-05  3.307254836E-05 -1.052198301E-04 
        49 -4.198633906E-05  8.165489817E-06  3.067821061E-05 -2.973995391E-05 
        50  1.338842849E-04  2.145000144E-05  2.186998844E-05  1.544726897E-04 
        51  2.634490666E-04  7.857047603E-05  8.822211316E-05  2.654353734E-04 
        52  3.085153294E-04  6.243604730E-05  8.110587978E-05  3.211743461E-04 
        53  3.361365234E-04  4.674346565E-05  2.775908311E-05  3.200411847E-04 
