cellnumber     x-coordinate     y-coordinate     y-coordinate     x-coordinate 
         1 -4.278833978E-03  1.976249041E-03  1.931426409E-03 -4.314333929E-03 
         2 -4.210471176E-03  1.956971595E-03  1.931636683E-03 -4.211520295E-03 
         3 -4.149189219E-03  1.980722649E-03  1.933075753E-03 -4.109019672E-03 
         4 -3.264576895E-03  1.989344833E-03  1.937228295E-03 -3.300266113E-03 
         5 -3.197848797E-03  1.979699824E-03  1.943163964E-03 -3.201366508E-03 
         6 -3.096669680E-03  1.988990000E-03  1.941788315E-03 -3.105180951E-03 
         7 -3.038056428E-03  1.998635009E-03  1.939727861E-03 -3.005310109E-03 
         8 -2.748909406E-03  1.997490879E-03  1.932500257E-03 -2.802616471E-03 
         9 -2.693105256E-03  1.976260217E-03  1.932111083E-03 -2.699786421E-03 
        10  7.080064970E-04  6.562855560E-06  2.376551705E-05  7.244123886E-04 
        11  6.861993461E-04  6.562855560E-06  2.274665324E-05  6.657491188E-04 
        12 -1.007160870E-03  8.301266644E-05  6.636507486E-05 -1.005326591E-03 
        13 -9.020476718E-04  8.496432565E-05  6.680606303E-05 -9.013910211E-04 
        14 -7.966620615E-04  9.135727305E-05  6.575810028E-05 -7.972552363E-04 
        15 -6.909857038E-04  1.016576207E-04  6.355081433E-05 -6.935649223E-04 
        16 -6.047962233E-04  1.131845711E-04  6.038485763E-05 -5.907983585E-04 
        17 -5.512618227E-04  1.191092888E-04  1.774708527E-04 -5.775250902E-04 
        18 -4.776875430E-04  1.190083858E-04  1.637269837E-04 -4.703043525E-04 
        19 -3.749249445E-04  1.180849722E-04  1.461014197E-04 -3.694341506E-04 
        20 -2.759436611E-04  1.197086822E-04  1.281231806E-04 -2.752816664E-04 
        21 -1.914407476E-04  1.318781724E-04  1.108253011E-04 -1.840752402E-04 
        22 -1.421620691E-04  1.435410813E-04  1.824621522E-04 -1.631405136E-04 
        23 -9.121868788E-05  1.535955671E-04  1.562393313E-04 -8.961924719E-05 
        24 -4.610882752E-05  1.672145590E-04  1.429506679E-04 -2.640014050E-05 
