cellnumber     x-coordinate     y-coordinate     y-coordinate     x-coordinate 
         1 -4.473740235E-03  1.987816067E-03  1.936762355E-03 -4.517952941E-03 
         2 -4.414550029E-03  1.959271496E-03  1.933136697E-03 -4.416522146E-03 
         3 -4.339613952E-03  1.971455291E-03  1.931426409E-03 -4.314333929E-03 
         4 -3.561419668E-03  1.991780009E-03  1.941697752E-03 -3.607061421E-03 
         5 -3.502859501E-03  1.981929643E-03  1.938766576E-03 -3.509147931E-03 
         6 -3.411859274E-03  1.990149496E-03  1.932905906E-03 -3.406640362E-03 
         7 -3.278444288E-03  1.995318569E-03  1.937228295E-03 -3.300266113E-03 
         8 -3.199182451E-03  1.977061853E-03  1.943163964E-03 -3.201366508E-03 
         9 -3.102392424E-03  1.958128531E-03  1.941788315E-03 -3.105180951E-03 
        10 -3.003755352E-03  1.949808560E-03  1.939727861E-03 -3.005310109E-03 
        11 -2.903396264E-03  1.945436466E-03  1.935561470E-03 -2.904892689E-03 
        12 -2.801024821E-03  1.942667295E-03  1.932500257E-03 -2.802616471E-03 
        13 -2.698613098E-03  1.939871698E-03  1.932111083E-03 -2.699786421E-03 
        14  8.999128477E-04  4.728338172E-05  4.903805260E-05  9.098509854E-04 
        15  9.002236184E-04  1.302383025E-04  1.289913357E-04  8.973954604E-04 
        16  9.079697775E-04  1.641412528E-04  1.873190451E-04  8.947430446E-04 
        17  9.599896730E-04  1.499109785E-04  1.625817625E-04  9.567980879E-04 
        18  1.002531964E-03  1.337676076E-04  1.535024740E-04  1.008896657E-03 
        19  1.039544819E-03  1.154059428E-04  9.817104269E-05  1.037782173E-03 
        20  1.084407209E-03  1.135695493E-04  1.117325809E-04  1.084459245E-03 
        21  1.102013863E-03  1.455998863E-04  1.405747147E-04  1.107859374E-03 
        22  8.497315575E-04  2.478721626E-06  4.542955042E-05  8.444747100E-04 
        23  7.857060409E-04  1.288389649E-05  3.064314326E-05  7.819077585E-04 
        24  7.244774024E-04  2.320896783E-05  2.376551705E-05  7.244123886E-04 
        25  6.639823550E-04  3.067210491E-05  2.274665324E-05  6.657491188E-04 
        26  6.000978756E-04  2.887554001E-05  2.138182500E-05  6.018984717E-04 
        27  8.293556166E-04  2.305108937E-04  2.066801854E-04  8.495336717E-04 
        28  8.127494366E-04  2.511295024E-04  2.497850322E-04  8.349731612E-04 
        29  7.938423660E-04  2.716432500E-04  2.862962627E-04  8.265738764E-04 
        30  7.680878625E-04  2.863846603E-04  2.992637368E-04  7.692566921E-04 
        31  7.167304866E-04  2.975380339E-04  3.032862177E-04  7.150600087E-04 
        32  6.699829246E-04  2.889701282E-04  2.893744474E-04  6.680827608E-04 
        33  6.336844526E-04  2.725738159E-04  2.905322350E-04  6.209350592E-04 
        34  6.297774380E-04  2.351557632E-04  2.371218948E-04  6.186498850E-04 
        35  1.048973878E-03  3.189399722E-04  3.019184080E-04  1.022981688E-03 
        36  7.812059484E-04  5.435623461E-04  5.390487404E-04  7.840072413E-04 
        37  7.574548363E-04  5.658022710E-04  5.465311757E-04  7.329796500E-04 
        38 -1.013210975E-03  1.441844506E-04  1.977556957E-04 -1.019009077E-03 
        39 -9.046086925E-04  1.415474544E-04  1.984103759E-04 -9.069970064E-04 
        40 -7.964270771E-04  1.346429344E-04  1.938604447E-04 -7.950795716E-04 
        41 -7.313656388E-04  1.287201303E-04  1.869981581E-04 -6.853314307E-04 
        42 -6.792863132E-04  1.184307548E-04  6.355081433E-05 -6.935649223E-04 
        43 -5.865299026E-04  9.986941586E-05  6.038485763E-05 -5.907983585E-04 
        44 -4.834656138E-04  8.306711243E-05  5.539476994E-05 -4.882335345E-04 
        45 -3.836181422E-04  7.118080248E-05  4.835427240E-05 -3.882786737E-04 
        46 -2.866248251E-04  6.080653475E-05  4.217445575E-05 -2.899144977E-04 
        47 -1.916801994E-04  4.681975770E-05  3.676977502E-05 -1.935137109E-04 
        48 -1.043261873E-04  2.918219070E-05  3.307254836E-05 -1.052198301E-04 
        49 -3.466174894E-05  9.918330761E-06  3.067821061E-05 -2.973995391E-05 
        50  1.826196094E-04  2.349831630E-05  2.931386421E-05  2.067113238E-04 
        51  2.472125343E-04  7.616009680E-05  8.822211316E-05  2.654353734E-04 
