cellnumber     x-coordinate     y-coordinate     y-coordinate     x-coordinate 
         1 -4.099534359E-03  1.973165199E-03  1.933075753E-03 -4.109019672E-03 
         2 -4.034905229E-03  1.973165199E-03  1.934369578E-03 -4.006508197E-03 
         3 -3.051285865E-03  1.995133702E-03  1.941788315E-03 -3.105180951E-03 
         4 -2.996500349E-03  1.985632116E-03  1.939727861E-03 -3.005310109E-03 
         5 -2.894457895E-03  1.989674754E-03  1.935561470E-03 -2.904892689E-03 
         6 -2.839327324E-03  1.999176340E-03  1.932500257E-03 -2.802616471E-03 
         7  7.127457648E-04  2.788003485E-06  2.376551705E-05  7.244123886E-04 
         8  6.671727169E-04  1.020334548E-05  2.274665324E-05  6.657491188E-04 
         9  6.036232808E-04  1.324208097E-05  2.138182500E-05  6.018984717E-04 
        10  1.802523271E-03  2.349374990E-04  2.266481103E-04  1.821234054E-03 
        11  1.827037660E-03  2.481106203E-04  2.643540103E-04  1.814250299E-03 
        12  1.853502588E-03  2.515665547E-04  2.686372979E-04  1.857296296E-03 
        13  1.874491689E-03  2.412614413E-04  2.249752392E-04  1.868745874E-03 
        14  1.900148811E-03  2.165128972E-04  2.222971841E-04  1.908134756E-03 
        15  1.913905493E-03  1.857032330E-04  1.791314573E-04  1.927048608E-03 
        16  1.753959339E-03  3.411586222E-04  3.637452039E-04  1.739624176E-03 
        17  1.792692114E-03  3.426420153E-04  3.588932654E-04  1.791440332E-03 
        18  1.845103339E-03  3.391703940E-04  3.604014303E-04  1.844721248E-03 
        19  1.871498185E-03  3.359013062E-04  3.592208367E-04  1.886748682E-03 
        20  1.890373416E-03  3.223592066E-04  3.077049760E-04  1.887316124E-03 
        21  1.917416696E-03  3.095392603E-04  3.063912027E-04  1.917797122E-03 
        22  1.958145993E-03  8.854163752E-05  8.091219465E-05  1.957743481E-03 
        23  2.017251682E-03  9.380590200E-05  9.041714092E-05  2.019015436E-03 
        24  2.087784698E-03  9.698958456E-05  9.321694742E-05  2.087244387E-03 
        25  2.160604810E-03  7.694263331E-05  8.927237462E-05  2.158173226E-03 
        26  2.194732660E-03  5.781077562E-05  2.897047908E-05  2.166466837E-03 
        27  2.212322550E-03  2.866178693E-05  3.033947023E-05  2.234936416E-03 
        28  2.192678861E-03  3.472131793E-04  3.638377693E-04  2.182290079E-03 
        29  2.204748569E-03  3.609713458E-04  3.762111544E-04  2.194016332E-03 
        30  2.372899791E-03  5.002238904E-04  4.938707706E-04  2.384454192E-03 
        31  2.384525025E-03  5.447050207E-04  5.404856117E-04  2.375240042E-03 
        32 -1.006739098E-03  7.820782048E-05  6.636507486E-05 -1.005326591E-03 
        33 -9.017214761E-04  7.580358215E-05  6.680606303E-05 -9.013910211E-04 
        34 -7.969715516E-04  7.391841064E-05  6.575810028E-05 -7.972552363E-04 
        35 -6.928330986E-04  7.141185051E-05  6.355081433E-05 -6.935649223E-04 
        36 -5.893092020E-04  6.931602547E-05  6.038485763E-05 -5.907983585E-04 
        37 -4.852537822E-04  6.930679228E-05  5.539476994E-05 -4.882335345E-04 
        38 -3.831132781E-04  7.572949107E-05  4.835427240E-05 -3.882786737E-04 
        39 -3.240449587E-04  8.488587628E-05  4.217445575E-05 -2.899144977E-04 
        40 -2.733665460E-04  9.248207061E-05  1.281231806E-04 -2.752816664E-04 
        41 -1.831394184E-04  1.092688544E-04  1.108253011E-04 -1.840752402E-04 
        42 -1.244234882E-04  1.267768821E-04  9.693807319E-05 -1.022720959E-04 
        43 -8.615919796E-05  1.388357341E-04  1.562393313E-04 -8.961924719E-05 
        44 -3.772304990E-05  1.579987293E-04  1.429506679E-04 -2.640014050E-05 
        45 -4.616315891E-06  1.752903045E-04  1.926155920E-04 -1.566857720E-05 
        46  4.232733409E-05  1.925211109E-04  1.880186171E-04  3.887628747E-05 
        47  7.771342644E-05  2.051147894E-04  2.417783347E-04  4.495860527E-05 
        48  8.088434697E-05  2.059109538E-04  2.489255570E-04  9.405898740E-05 
        49  1.031246793E-04  2.861213943E-05  2.794200578E-05  1.007808420E-04 
        50  2.446992439E-04  1.734076650E-04  1.930118503E-04  2.622026838E-04 
        51  2.648107475E-04  1.401679474E-04  1.408289672E-04  2.717250439E-04 
        52  2.875477076E-04  9.972005500E-05  8.822211316E-05  2.654353734E-04 
        53  3.090754035E-04  7.149926387E-05  8.110587978E-05  3.211743461E-04 
        54  3.363232827E-04  4.417787204E-05  2.775908311E-05  3.200411847E-04 
        55  3.777448146E-04  2.170135667E-05  2.357188179E-05  3.768744278E-04 
        56  4.327900824E-04  5.278548542E-06  1.961275604E-05  4.300925550E-04 
        57  2.024210844E-04  2.885861250E-05  2.931386421E-05  2.067113238E-04 
        58  4.944348475E-04  5.612790233E-07  1.937761130E-05  4.826194126E-04 
        59  5.441550165E-04  6.388018392E-06  1.926840855E-05  5.412139952E-04 
        60 -2.265785355E-03  3.400114338E-06  7.311501499E-05 -2.316820890E-03 
        61 -2.210014733E-03  2.891125951E-05  7.043852328E-05 -2.213196658E-03 
        62 -2.109861700E-03  5.562723891E-05  6.674919455E-05 -2.110809722E-03 
        63 -2.008676063E-03  6.329463213E-05  6.249115734E-05 -2.009269490E-03 
        64 -1.909490675E-03  7.044278755E-05  5.855735120E-05 -1.909155614E-03 
        65 -1.811391558E-03  8.091505879E-05  5.673498202E-05 -1.809930395E-03 
        66 -1.712642843E-03  9.153869905E-05  5.515330775E-05 -1.709579807E-03 
        67 -1.613076893E-03  9.884543397E-05  5.457516422E-05 -1.609092055E-03 
        68 -1.514793723E-03  1.048258564E-04  5.383556151E-05 -1.509067679E-03 
        69 -1.418141415E-03  1.092502571E-04  5.490773208E-05 -1.410009075E-03 
        70 -1.318519469E-03  1.057228510E-04  5.715688499E-05 -1.310405891E-03 
        71 -1.215690863E-03  9.372530621E-05  6.005970237E-05 -1.209844188E-03 
        72 -1.111655496E-03  8.328737749E-05  6.361088174E-05 -1.108407631E-03 
        73 -2.462366363E-03  1.983027672E-03  1.934575948E-03 -2.495273050E-03 
        74 -2.390495967E-03  1.956765074E-03  1.936099255E-03 -2.392953671E-03 
        75 -2.288861899E-03  1.946397242E-03  1.936053435E-03 -2.289587949E-03 
        76 -2.185316058E-03  1.944580697E-03  1.934468811E-03 -2.185353151E-03 
        77 -2.081593266E-03  1.942890696E-03  1.932282097E-03 -2.081243068E-03 
        78 -1.977999695E-03  1.940909191E-03  1.931099759E-03 -1.977459928E-03 
        79 -1.874620561E-03  1.938581932E-03  1.931720263E-03 -1.874312453E-03 
        80 -1.770815114E-03  1.935928711E-03  1.935050064E-03 -1.771475459E-03 
        81 -1.667772653E-03  1.930627041E-03  1.942464568E-03 -1.670585838E-03 
        82  2.074167132E-03  1.233957824E-03  1.208836716E-03  2.101796188E-03 
        83  2.068858827E-03  1.233596704E-03  1.204625515E-03  2.054019604E-03 
        84  2.039093990E-03  1.240154845E-03  1.249420116E-03  2.035379048E-03 
        85  1.996078528E-03  1.256323070E-03  1.242138010E-03  1.990493966E-03 
        86  1.973838313E-03  1.287301769E-03  1.295998047E-03  1.986192029E-03 
        87  1.966816373E-03  1.316982787E-03  1.293450380E-03  1.947334496E-03 
        88  1.957936678E-03  1.346797799E-03  1.345086805E-03  1.947925945E-03 
        89  1.936446060E-03  1.372570056E-03  1.381869335E-03  1.946409453E-03 
        90  1.898002927E-03  1.389086945E-03  1.377934128E-03  1.894362010E-03 
        91  1.854945091E-03  1.413924852E-03  1.393045398E-03  1.847366747E-03 
        92  1.830845256E-03  1.431492274E-03  1.408633721E-03  1.805100119E-03 
        93  1.805325039E-03  1.453717006E-03  1.458946259E-03  1.808596001E-03 
        94  1.775258919E-03  1.479631988E-03  1.466399391E-03  1.762134212E-03 
        95  1.756193233E-03  1.499165897E-03  1.517480735E-03  1.770494178E-03 
        96  1.725631766E-03  1.519049169E-03  1.524655038E-03  1.727520347E-03 
        97  1.854863483E-03  1.620584633E-03  1.615014651E-03  1.856528149E-03 
        98  1.792658935E-03  1.618766459E-03  1.641236910E-03  1.805098654E-03 
        99  1.751638949E-03  1.636195695E-03  1.674905581E-03  1.747979358E-03 
       100  1.719009480E-03  1.631205785E-03  1.639663550E-03  1.715254091E-03 
       101  2.050203737E-03  1.428319723E-03  1.418216501E-03  2.044577436E-03 
       102  2.046097303E-03  1.461942564E-03  1.444602383E-03  2.025979133E-03 
