cellnumber     x-coordinate     y-coordinate     y-coordinate     x-coordinate 
         1 -4.374071024E-03  1.983532216E-03  1.933136697E-03 -4.416522146E-03 
         2 -4.312734585E-03  1.954777865E-03  1.931426409E-03 -4.314333929E-03 
         3 -4.241838120E-03  1.971245976E-03  1.931636683E-03 -4.211520295E-03 
         4 -3.359424882E-03  1.996729756E-03  1.932905906E-03 -3.406640362E-03 
         5 -3.307112027E-03  1.996729523E-03  1.937228295E-03 -3.300266113E-03 
         6 -3.089037258E-03  1.993245911E-03  1.941788315E-03 -3.105180951E-03 
         7 -2.997779753E-03  1.979451161E-03  1.939727861E-03 -3.005310109E-03 
         8 -2.898809500E-03  1.967762364E-03  1.935561470E-03 -2.904892689E-03 
         9 -2.798439004E-03  1.956872642E-03  1.932500257E-03 -2.802616471E-03 
        10 -2.697597025E-03  1.946614706E-03  1.932111083E-03 -2.699786421E-03 
        11  8.352255682E-04  8.438655641E-06  4.542955042E-05  8.444747100E-04 
        12  8.072391502E-04  8.438655641E-06  3.064314326E-05  7.819077585E-04 
        13 -1.008989173E-03  1.039166455E-04  6.636507486E-05 -1.005326591E-03 
        14 -9.033728857E-04  1.195616787E-04  6.680606303E-05 -9.013910211E-04 
        15 -8.428983274E-04  1.301216689E-04  6.575810028E-05 -7.972552363E-04 
        16 -7.887129905E-04  1.328049984E-04  1.938604447E-04 -7.950795716E-04 
        17 -6.891357480E-04  1.335399138E-04  1.869981581E-04 -6.853314307E-04 
        18 -5.832318566E-04  1.292323723E-04  1.774708527E-04 -5.775250902E-04 
        19 -4.773845139E-04  1.213233263E-04  1.637269837E-04 -4.703043525E-04 
        20 -3.758759995E-04  1.138962252E-04  1.461014197E-04 -3.694341506E-04 
        21 -2.777564514E-04  1.117313441E-04  1.281231806E-04 -2.752816664E-04 
        22 -1.850522822E-04  1.252298098E-04  1.108253011E-04 -1.840752402E-04 
        23 -1.358425798E-04  1.388543169E-04  1.824621522E-04 -1.631405136E-04 
        24 -9.311577014E-05  1.468399423E-04  1.562393313E-04 -8.961924719E-05 
        25 -4.528449426E-05  1.354241394E-04  1.429506679E-04 -2.640014050E-05 
        26 -1.680536661E-05  8.847677964E-05  8.900635807E-05 -3.160334126E-05 
        27  1.317748797E-06  5.931871783E-05  3.067821061E-05 -2.973995391E-05 
        28  3.959898459E-05  4.437267125E-05  3.393898202E-05  4.248468120E-05 
        29  8.998303383E-05  1.506554872E-05  2.794200578E-05  1.007808420E-04 
        30 -2.418938791E-03  6.099659004E-05  7.332680564E-05 -2.420594786E-03 
        31 -2.315611346E-03  6.330643373E-05  7.311501499E-05 -2.316820890E-03 
        32 -2.212500665E-03  6.544925418E-05  7.043852328E-05 -2.213196658E-03 
        33 -2.110336907E-03  6.784286961E-05  6.674919455E-05 -2.110809722E-03 
        34 -2.008901211E-03  7.197212108E-05  6.249115734E-05 -2.009269490E-03 
        35 -1.909805811E-03  7.794621342E-05  5.855735120E-05 -1.909155614E-03 
        36 -1.811706112E-03  8.542413707E-05  5.673498202E-05 -1.809930395E-03 
        37 -1.712601865E-03  9.130471881E-05  5.515330775E-05 -1.709579807E-03 
        38 -1.612681197E-03  9.455497639E-05  5.457516422E-05 -1.609092055E-03 
        39 -1.514100237E-03  9.863925516E-05  5.383556151E-05 -1.509067679E-03 
        40 -1.417297404E-03  1.033419248E-04  5.490773208E-05 -1.410009075E-03 
        41 -1.318147988E-03  1.033721419E-04  5.715688499E-05 -1.310405891E-03 
        42 -1.216347329E-03  9.794212383E-05  6.005970237E-05 -1.209844188E-03 
        43 -1.113382285E-03  9.622360085E-05  6.361088174E-05 -1.108407631E-03 
        44 -2.596375067E-03  1.940777060E-03  1.933004749E-03 -2.597631251E-03 
        45 -2.494737040E-03  1.937210560E-03  1.934575948E-03 -2.495273050E-03 
        46 -2.393045463E-03  1.933276304E-03  1.936099255E-03 -2.392953671E-03 
        47 -2.290133620E-03  1.930250437E-03  1.936053435E-03 -2.289587949E-03 
        48 -2.185851568E-03  1.929829712E-03  1.934468811E-03 -2.185353151E-03 
        49 -2.081510611E-03  1.930746948E-03  1.932282097E-03 -2.081243068E-03 
        50 -1.977565233E-03  1.931504114E-03  1.931099759E-03 -1.977459928E-03 
        51 -1.874052454E-03  1.931400970E-03  1.931720263E-03 -1.874312453E-03 
        52 -1.770101138E-03  1.929816790E-03  1.935050064E-03 -1.771475459E-03 
        53 -1.666694880E-03  1.922559808E-03  1.942464568E-03 -1.670585838E-03 
        54  1.499793842E-03  2.315566417E-05  3.086320835E-05  1.462606141E-03 
        55  1.509866910E-03  5.362747106E-05  2.940408889E-05  1.547688228E-03 
        56  1.523589017E-03  9.011909424E-05  8.827208810E-05  1.542645135E-03 
        57  1.522362931E-03  1.480711944E-04  1.460479947E-04  1.540643245E-03 
        58  1.510471455E-03  1.783218177E-04  2.005083215E-04  1.536766356E-03 
        59  1.501964289E-03  2.066887391E-04  2.085884591E-04  1.483636853E-03 
        60  1.482022344E-03  2.591859084E-04  2.613806045E-04  1.491844116E-03 
        61  1.467023394E-03  2.899259853E-04  2.682717462E-04  1.438105037E-03 
        62  1.462537330E-03  3.022599558E-04  3.110205828E-04  1.429157492E-03 
        63  1.457571518E-03  4.685326421E-04  4.666277231E-04  1.452042847E-03 
        64  1.448483672E-03  5.117393448E-04  5.044816507E-04  1.438864991E-03 
        65  1.431732089E-03  5.453896592E-04  5.437892250E-04  1.429891554E-03 
        66  1.266926643E-03  5.980759743E-04  6.000745116E-04  1.269170627E-03 
        67  1.215613564E-03  6.096519064E-04  6.052136463E-04  1.214789756E-03 
        68  1.189206494E-03  6.362695713E-04  6.084653098E-04  1.163380102E-03 
        69  1.173829427E-03  6.640013889E-04  6.614188566E-04  1.158170883E-03 
        70  1.144501730E-03  7.021190831E-04  7.126426140E-04  1.150301930E-03 
        71  1.109308912E-03  7.214774960E-04  7.126853218E-04  1.110469354E-03 
        72  1.094196574E-03  7.652966888E-04  7.624601683E-04  1.099526786E-03 
        73  1.118316082E-03  7.952557644E-04  8.038144634E-04  1.096811606E-03 
        74  1.134936116E-03  8.145378088E-04  7.972717640E-04  1.150254311E-03 
        75  1.152461744E-03  8.437827928E-04  8.423857949E-04  1.154607389E-03 
        76  1.171244076E-03  8.906408912E-04  8.909833062E-04  1.167373771E-03 
        77 -2.522111405E-03  5.856708958E-05  7.110491468E-05 -2.524064784E-03 
        78 -2.625262132E-03  5.641897951E-05  6.600393607E-05 -2.626677037E-03 
        79 -2.727987012E-03  5.532826253E-05  5.825507198E-05 -2.727486420E-03 
        80 -2.828846220E-03  5.568222332E-05  4.912679422E-05 -2.825656849E-03 
        81 -2.925027162E-03  5.658632290E-05  4.152960011E-05 -2.921255581E-03 
        82 -3.017261857E-03  5.153460370E-05  4.077177812E-05 -3.017093035E-03 
        83 -3.113920102E-03  2.816119922E-05  4.724476742E-05 -3.112842704E-03 
        84 -3.176839557E-03  5.080025403E-06  5.527762229E-05 -3.210920916E-03 
        85 -4.642042797E-03  2.520819544E-05  5.666467444E-05 -4.629023667E-03 
        86 -4.703678656E-03  2.520819544E-05  6.050692886E-05 -4.730923795E-03 
        87  1.330847037E-03  1.582023338E-03  1.585662596E-03  1.351178768E-03 
        88  1.348232967E-03  1.541940495E-03  1.527799594E-03  1.330597811E-03 
        89  1.376957283E-03  1.502417494E-03  1.512890758E-03  1.380880745E-03 
        90  1.395384315E-03  1.481652143E-03  1.459344870E-03  1.376166446E-03 
        91  1.412885031E-03  1.459738705E-03  1.462443378E-03  1.419001965E-03 
        92  1.432086807E-03  1.417350606E-03  1.414930789E-03  1.422326113E-03 
        93  1.432817546E-03  1.366786542E-03  1.365215337E-03  1.427637522E-03 
        94  1.417738385E-03  1.321715652E-03  1.305999765E-03  1.432948873E-03 
        95  1.388676814E-03  1.294798567E-03  1.302969367E-03  1.389134369E-03 
        96  1.361811534E-03  1.282445388E-03  1.304262325E-03  1.353368930E-03 
        97  1.347094076E-03  1.274629147E-03  1.255215304E-03  1.349517189E-03 
        98  1.289144508E-03  1.194595941E-03  1.172350238E-03  1.268689728E-03 
        99  1.298754942E-03  1.172340475E-03  1.177305411E-03  1.319426226E-03 
       100  1.294168178E-03  1.121794805E-03  1.121460403E-03  1.303155500E-03 
       101  1.267845975E-03  1.078702742E-03  1.058878145E-03  1.284059184E-03 
       102  1.227772213E-03  1.052205218E-03  1.052563751E-03  1.227278995E-03 
       103  1.184832538E-03  1.031768858E-03  1.043056955E-03  1.184103585E-03 
       104  1.161785331E-03  9.698843351E-04  9.917362056E-04  1.180277113E-03 
       105  1.171615790E-03  9.584480431E-04  9.434391145E-04  1.161427390E-03 
       106  1.179272891E-03  9.314885829E-04  9.394896662E-04  1.193505100E-03 
       107  7.075167960E-04  1.982836053E-03  1.967816509E-03  7.115485931E-04 
       108  7.318433491E-04  1.998406136E-03  1.969985588E-03  7.705550574E-04 
       109  1.061067800E-03  1.598295174E-03  1.592299109E-03  1.039326032E-03 
       110  1.073134597E-03  1.641014242E-03  1.649630690E-03  1.062090514E-03 
       111  1.087948447E-03  1.700335299E-03  1.701518726E-03  1.097916249E-03 
       112  1.066036173E-03  1.779817045E-03  1.761767092E-03  1.051098779E-03 
       113  9.879649151E-04  1.823151135E-03  1.820171026E-03  9.838060608E-04 
       114  9.291987517E-04  1.845016726E-03  1.846867949E-03  9.118974599E-04 
       115  9.352075867E-04  1.875700778E-03  1.906070019E-03  9.149439262E-04 
       116  9.968575323E-04  1.859694836E-03  1.891638275E-03  9.962546383E-04 
       117  1.056527835E-03  1.839792356E-03  1.890758872E-03  1.085454211E-03 
       118  1.108924625E-03  1.842979807E-03  1.809861486E-03  1.115217514E-03 
       119  1.175021054E-03  1.859675976E-03  1.838381267E-03  1.193961290E-03 
       120  1.210865099E-03  1.879250281E-03  1.904909458E-03  1.174848944E-03 
       121  1.260636142E-03  1.891481807E-03  1.914442584E-03  1.256987177E-03 
       122  1.315864385E-03  1.898454851E-03  1.922916683E-03  1.327546091E-03 
       123  1.345465891E-03  1.894561574E-03  1.867500230E-03  1.331326106E-03 
       124  1.371694263E-03  1.895318506E-03  1.871273436E-03  1.376826709E-03 
       125  1.394449617E-03  1.899810974E-03  1.927677695E-03  1.391665935E-03 
       126  1.421145513E-03  1.897478593E-03  1.915664079E-03  1.434807790E-03 
       127  1.551608439E-03  1.978253247E-03  1.979290681E-03  1.525055689E-03 
       128  1.560824923E-03  1.955635613E-03  1.942136120E-03  1.535649528E-03 
       129  1.582818106E-03  1.947706915E-03  1.931519505E-03  1.584772875E-03 
       130  1.621968811E-03  1.946028438E-03  1.923318898E-03  1.639927620E-03 
       131  1.655464876E-03  1.961134607E-03  1.975149379E-03  1.638415993E-03 
       132  1.699890592E-03  1.958913403E-03  1.973460428E-03  1.707257894E-03 
       133  1.745225629E-03  1.914817840E-03  1.917593129E-03  1.718751741E-03 
       134  1.743224915E-03  1.860732096E-03  1.867363057E-03  1.716756957E-03 
       135  1.702345791E-03  1.828987617E-03  1.823944263E-03  1.705748553E-03 
       136  1.661094255E-03  1.816373901E-03  1.831441411E-03  1.658316801E-03 
       137  6.712771719E-04  1.984430011E-03  1.971384957E-03  6.606343684E-04 
       138  5.175790284E-04  1.979203429E-03  1.972141317E-03  5.472809736E-04 
       139  5.023672129E-04  1.958231442E-03  1.934264185E-03  5.425544003E-04 
       140  4.669651098E-04  1.924420707E-03  1.926672699E-03  4.543770204E-04 
       141  4.293414531E-04  1.886621467E-03  1.888194974E-03  4.650015219E-04 
       142  4.130972375E-04  1.857658615E-03  1.854365445E-03  4.333726697E-04 
       143  3.990973928E-04  1.832348877E-03  1.814672172E-03  4.200604828E-04 
       144  3.739886452E-04  1.816055737E-03  1.815530276E-03  3.660791114E-04 
       145  3.352045023E-04  1.792204566E-03  1.778576375E-03  3.562106028E-04 
       146  2.936314850E-04  1.783165615E-03  1.775497366E-03  2.941201200E-04 
       147  2.420480450E-04  1.790076611E-03  1.779225650E-03  2.401065689E-04 
       148  1.885998645E-04  1.800399972E-03  1.780499494E-03  1.843295540E-04 
       149  1.516792981E-04  1.804722007E-03  1.827176184E-03  1.726120209E-04 
       150  1.137901127E-04  1.814073534E-03  1.817677128E-03  1.132435071E-04 
       151  6.431952352E-05  1.824388513E-03  1.805967332E-03  5.749661979E-05 
       152  2.718166797E-05  1.834883005E-03  1.856895194E-03  3.873604122E-05 
       153 -3.281137833E-05  1.847600797E-03  1.837239083E-03 -2.807587275E-05 
       154 -8.737592725E-05  1.852472662E-03  1.799108044E-03 -1.026290357E-04 
       155 -1.376041182E-04  1.859081327E-03  1.883818147E-03 -1.349995385E-04 
       156 -2.340927749E-04  1.859730110E-03  1.860738437E-03 -2.355958718E-04 
       157 -3.481718595E-04  1.851434936E-03  1.840478751E-03 -3.480552224E-04 
       158 -4.602584813E-04  1.853379421E-03  1.821449334E-03 -4.602820078E-04 
       159 -5.642124452E-04  1.861618715E-03  1.806583953E-03 -5.736423995E-04 
       160 -6.182009820E-04  1.868259627E-03  1.933420872E-03 -5.677151537E-04 
       161 -6.773520145E-04  1.877970411E-03  1.931035804E-03 -6.720340127E-04 
       162 -7.818465820E-04  1.889823005E-03  1.929621388E-03 -7.762373276E-04 
       163 -8.866225835E-04  1.897765324E-03  1.929185365E-03 -8.805429480E-04 
       164 -9.920771699E-04  1.902429387E-03  1.931300447E-03 -9.845805923E-04 
       165 -1.099152374E-03  1.901703537E-03  1.936006340E-03 -1.087852054E-03 
       166 -1.183364540E-03  1.894216635E-03  1.943793790E-03 -1.188405186E-03 
       167 -1.236624084E-03  1.889182488E-03  1.829368103E-03 -1.233805673E-03 
       168 -1.307368977E-03  1.889429986E-03  1.852236959E-03 -1.322700402E-03 
       169 -1.395661384E-03  1.889058738E-03  1.874523444E-03 -1.398003815E-03 
       170 -1.476510428E-03  1.893159933E-03  1.874830866E-03 -1.474881274E-03 
       171 -1.544358442E-03  1.899078488E-03  1.850798777E-03 -1.553051966E-03 
       172 -1.593873953E-03  1.908590319E-03  1.951318214E-03 -1.572415930E-03 
